time,c1,q1,axis1_deg,c2,q2,axis2_deg,c3,q3,axis3_deg,c4,q4,axis4_deg
4320,-14660.0,1.0,0.0,18070.0,1.0,0.0,18250.0,1.0,0.0,-15920.0,1.0,0.0
4340,-14610.0,1.0,0.0,18090.0,1.0,0.0,18150.0,1.0,0.0,-16120.0,1.0,0.0
4360,-14630.0,1.0,0.0,17920.0,1.0,0.0,18070.0,1.0,0.0,-16270.0,1.0,0.0
4380,-14640.0,1.0,0.0,17870.0,1.0,0.0,18130.0,1.0,0.0,-16320.0,1.0,0.0
4400,-14630.0,1.0,0.0,17770.0,1.0,0.0,17970.0,1.0,0.0,-16360.0,1.0,0.0
4420,-14610.0,1.0,0.0,17850.0,1.0,0.0,17980.0,1.0,0.0,-16380.0,1.0,0.0
4440,-14710.0,1.0,0.0,17730.0,1.0,0.0,18030.0,1.0,0.0,-16340.0,1.0,0.0
4460,-14820.0,1.0,0.0,17650.0,1.0,0.0,17890.0,1.0,0.0,-16140.0,1.0,0.0
4480,-14920.0,1.0,0.0,17510.0,1.0,0.0,17850.0,1.0,0.0,-16060.0,1.0,0.0
4500,-15050.0,1.0,0.0,17350.0,1.0,0.0,17820.0,1.0,0.0,-16150.0,1.0,0.0
4520,-15170.0,1.0,0.0,17340.0,1.0,0.0,17740.0,1.0,0.0,-16170.0,1.0,0.0
4540,-15320.0,1.0,0.0,17350.0,1.0,0.0,17640.0,1.0,0.0,-16280.0,1.0,0.0
4560,-15310.0,1.0,0.0,17410.0,1.0,0.0,17550.0,1.0,0.0,-16260.0,1.0,0.0
4580,-15120.0,1.0,0.0,17420.0,1.0,0.0,17390.0,1.0,0.0,-16470.0,1.0,0.0
4600,-15070.0,1.0,0.0,17580.0,1.0,0.0,17150.0,1.0,0.0,-16720.0,1.0,0.0
4620,-15050.0,1.0,0.0,17620.0,1.0,0.0,17070.0,1.0,0.0,-16870.0,1.0,0.0
4640,-15240.0,1.0,0.0,17490.0,1.0,0.0,17100.0,1.0,0.0,-16970.0,1.0,0.0
4660,,,,,,,,,,,,
4680,,,,,,,,,,,,
4700,,,,,,,,,,,,
4720,,,,,,,,,,,,
4740,,,,,,,,,,,,
4760,,,,,,,,,,,,
4780,,,,,,,,,,,,
4800,,,,,,,,,,,,
4820,,,,,,,,,,,,
4840,,,,,,,,,,,,
4860,,,,,,,,,,,,
4880,,,,,,,,,,,,
4900,,,,,,,,,,,,
4920,,,,,,,,,,,,
4940,,,,,,,,,,,,
4960,,,,,,,,,,,,
4980,,,,,,,,,,,,
5000,,,,,,,,,,,,
5020,,,,,,,,,,,,
5040,,,,,,,,,,,,
5060,,,,,,,,,,,,
5080,,,,,,,,,,,,
5100,,,,,,,,,,,,
5120,,,,,,,,,,,,
5140,,,,,,,,,,,,
5160,,,,,,,,,,,,
5180,,,,,,,,,,,,
5200,,,,,,,,,,,,
5220,,,,,,,,,,,,
5240,,,,,,,,,,,,
5260,,,,,,,,,,,,
5280,,,,,,,,,,,,
5300,,,,,,,,,,,,
5320,,,,,,,,,,,,
5340,,,,,,,,,,,,
5360,,,,,,,,,,,,
5380,,,,,,,,,,,,
5400,,,,,,,,,,,,
5420,,,,,,,,,,,,
5440,,,,,,,,,,,,
5460,,,,,,,,,,,,
5480,,,,,,,,,,,,
5500,,,,,,,,,,,,
5520,,,,,,,,,,,,
5540,,,,,,,,,,,,
5560,,,,,,,,,,,,
5580,,,,,,,,,,,,
5600,,,,,,,,,,,,
5620,,,,,,,,,,,,
5640,,,,,,,,,,,,
5660,,,,,,,,,,,,
5680,,,,,,,,,,,,
5700,-15840.0,1.0,0.0,16670.0,1.0,0.0,17340.0,1.0,0.0,-16570.0,1.0,0.0
5720,-15860.0,1.0,0.0,16650.0,1.0,0.0,17530.0,1.0,0.0,-16510.0,1.0,0.0
5740,-15960.0,1.0,0.0,16600.0,1.0,0.0,17570.0,1.0,0.0,-16470.0,1.0,0.0
5760,-15920.0,1.0,0.0,16630.0,1.0,0.0,17620.0,1.0,0.0,-16500.0,1.0,0.0
5780,-16030.0,1.0,0.0,16680.0,1.0,0.0,17580.0,1.0,0.0,-16470.0,1.0,0.0
5800,-16090.0,1.0,0.0,16610.0,1.0,0.0,17650.0,1.0,0.0,-16520.0,1.0,0.0
5820,-16070.0,1.0,0.0,16720.0,1.0,0.0,17790.0,1.0,0.0,-16590.0,1.0,0.0
5840,-16040.0,1.0,0.0,16650.0,1.0,0.0,17810.0,1.0,0.0,-16530.0,1.0,0.0
5860,-16060.0,1.0,0.0,16830.0,1.0,0.0,17800.0,1.0,0.0,-16640.0,1.0,0.0
5880,-16050.0,1.0,0.0,16760.0,1.0,0.0,17670.0,1.0,0.0,-16650.0,1.0,0.0
5900,-16000.0,1.0,0.0,16810.0,1.0,0.0,17630.0,1.0,0.0,-16680.0,1.0,0.0
5920,-15980.0,1.0,0.0,16790.0,1.0,0.0,17660.0,1.0,0.0,-16660.0,1.0,0.0
5940,-15940.0,1.0,0.0,16850.0,1.0,0.0,17660.0,1.0,0.0,-16630.0,1.0,0.0
5960,-16020.0,1.0,0.0,16960.0,1.0,0.0,17720.0,1.0,0.0,-16520.0,1.0,0.0
5980,-16040.0,1.0,0.0,16930.0,1.0,0.0,17770.0,1.0,0.0,-16280.0,1.0,0.0
6000,-16120.0,1.0,0.0,16990.0,1.0,0.0,17700.0,1.0,0.0,-16050.0,1.0,0.0
6020,-16190.0,1.0,0.0,17080.0,1.0,0.0,17660.0,1.0,0.0,-15850.0,1.0,0.0
6040,-16080.0,1.0,0.0,17190.0,1.0,0.0,17680.0,1.0,0.0,-15740.0,1.0,0.0
6060,-16070.0,1.0,0.0,17260.0,1.0,0.0,17730.0,1.0,0.0,-15620.0,1.0,0.0
6080,-16020.0,1.0,0.0,17500.0,1.0,0.0,17650.0,1.0,0.0,-15710.0,1.0,0.0
6100,-15820.0,1.0,0.0,17680.0,1.0,0.0,17610.0,1.0,0.0,-15890.0,1.0,0.0
6120,-15540.0,1.0,0.0,17780.0,1.0,0.0,17570.0,1.0,0.0,-16030.0,1.0,0.0
6140,-15400.0,1.0,0.0,17660.0,1.0,0.0,17600.0,1.0,0.0,-15970.0,1.0,0.0
6160,-15580.0,1.0,0.0,17400.0,1.0,0.0,17820.0,1.0,0.0,-15760.0,1.0,0.0
